Time (s),X (m),Y (m),heading
1750496131.6184337,0.725714286065363,0.8238220245404637,2.390938245066827
1750496131.6850667,0.7164771103989791,0.832438642654495,2.39714295547713
1750496131.7517545,0.7068038759727826,0.8413504235812544,2.402033285019106
1750496131.8184392,0.6968959145774448,0.850389277012067,2.404768857493531
1750496131.885066,0.6868754914814545,0.8594806270010394,2.4068066171988223
1750496131.9517713,0.6766658987561722,0.8687057468377629,2.4083685697389337
1750496132.0184214,0.6660550048764227,0.8782634090164266,2.4091428352704276
1750496132.0851154,0.6541069882309077,0.8890087270057835,2.4084951693649597
1750496132.1517847,0.640409380873163,0.901343576422074,2.4071518991746994
1750496132.2184482,0.6243820883431356,0.9158153680464185,2.4061778163763394
1750496132.2851474,0.6059756723811336,0.9324679575135728,2.407588273288697
1750496132.3517833,0.5852332095753957,0.9511808720056004,2.4099408219640392
1750496132.418459,0.5625090974187865,0.9715847769150185,2.41399516314
